Key,Dialogue,Context
[CALL]ArrestingCivilianComplete_0,異常なし。,
[CALL]ArrestingCivilianComplete_1,民間人の移送準備よし。,
[CALL]ArrestingCivilianComplete_2,民間人を拘束。,
[CALL]ArrestingCivilianComplete_3,民間人の準備よし。,
[CALL]ArrestingCivilianComplete_4,準備よし。,
[CALL]ArrestingCivilianComplete_5,1人を拘束、従順だ。,
[CALL]ArrestingCivilianComplete_6,手錠をかけた、準備よし。,
[CALL]ArrestingCivilianMove_0,回収した。,
[CALL]ArrestingCivilianMove_1,手錠をかける。,
[CALL]ArrestingCivilianMove_2,奴は任せろ。,
[CALL]ArrestingCivilian_0,君を置いて行くつもりはない。,
[CALL]ArrestingCivilian_1,我々は警察だ、心配いらない。,
[CALL]ArrestingCivilian_10,心配ない、外へ連れ出してやる。,
[CALL]ArrestingCivilian_11,仕事なんだ。,
[CALL]ArrestingCivilian_12,君は安全だ。落ち着いてくれ。,
[CALL]ArrestingCivilian_13,俺の指示に従ってもらいたい。,
[CALL]ArrestingCivilian_14,確保した。もう心配ない。,
[CALL]ArrestingCivilian_15,これはひとつの手順だ。,
[CALL]ArrestingCivilian_16,外には警官がいる。,
[CALL]ArrestingCivilian_2,誰も君に危害を加えたりしない。,
[CALL]ArrestingCivilian_3,LSPDだ。ここから逃げるぞ。,
[CALL]ArrestingCivilian_4,安全のためにこうする必要があるんだ。,
[CALL]ArrestingCivilian_5,地面に伏せたまま、立ち上がるな。,
[CALL]ArrestingCivilian_6,みんなの安全のためだ。,
[CALL]ArrestingCivilian_7,ポケットに何か入れてるか？,
[CALL]ArrestingCivilian_8,これが終わるまで手錠はそのままだ。,
[CALL]ArrestingCivilian_9,大丈夫だ。君はたまたまその場に居合わせただけだ。そういうこともある。,
[CALL]ArrestingSuspectComplete_0,準備よし。,
[CALL]ArrestingSuspectComplete_1,シートベルトも締めたし、準備OKだ。,
[CALL]ArrestingSuspectComplete_2,拘束して準備よし。,
[CALL]ArrestingSuspectComplete_3,容疑者を確保。,
[CALL]ArrestingSuspectComplete_4,容疑者に手錠をかけた、身柄確保。,
[CALL]ArrestingSuspectComplete_5,捕まえた。,
[CALL]ArrestingSuspectMove_0,捕まえた。,
[CALL]ArrestingSuspectMove_1,確保中。,
[CALL]ArrestingSuspectMove_2,手錠をかける。,
[CALL]ArrestingSuspectMove_3,手錠をかけてる。,
[CALL]ArrestingSuspectMove_4,ああ、手錠をかけた。,
[CALL]ArrestingSuspect_0,妙な気を起こすなよ。,
[CALL]ArrestingSuspect_1,落ち着け。,
[CALL]ArrestingSuspect_10,お前には黙秘権がある。供述は法廷で不利な証拠として用いられる場合がある。,
[CALL]ArrestingSuspect_11,ほらな？お前は正しいことをしたんだ。,
[CALL]ArrestingSuspect_12,俺の指示に従ってくれ。,
[CALL]ArrestingSuspect_13,お前には黙秘権がある。,
[CALL]ArrestingSuspect_14,ほかに何かポケットに入ってないか？,
[CALL]ArrestingSuspect_15,動くな。,
[CALL]ArrestingSuspect_16,おとなしくしていろ。,
[CALL]ArrestingSuspect_17,急に動くなよ、わかったな？,
[CALL]ArrestingSuspect_18,この件は法廷でかたをつけることになる。,
[CALL]ArrestingSuspect_2,おい、動くな。,
[CALL]ArrestingSuspect_3,両手を合わせて、向こうを向いてろ。,
[CALL]ArrestingSuspect_4,動き回るのはよせ。,
[CALL]ArrestingSuspect_5,手錠をかけてる。,
[CALL]ArrestingSuspect_6,手錠をいじくるな。,
[CALL]ArrestingSuspect_7,命令を実行中。,
[CALL]ArrestingSuspect_8,じっとしてろ。動くな。,
[CALL]ArrestingSuspect_9,協力すれば、楽になるんだ。,
[CALL]BleedoutBreath_0,（荒い息遣い）,
[CALL]BleedoutBreath_1,（荒い息遣い）,
[CALL]BleedoutBreath_2,（荒い息遣い）,
[CALL]BlockedByPlayer_0,あの、邪魔なんですけど。,
[CALL]BlockedByPlayer_1,どいてください。,
[CALL]BlockedByPlayer_2,通れません、チーフ。,
[CALL]BlockedByPlayer_3,あの、そこは俺の場所なんですけど。,
[CALL]BlockedByPlayer_4,移動しますか？,
[CALL]BlockedByPlayer_5,脇にずれてください。,
[CALL]BlockedByPlayer_6,移動してください。,
[CALL]BlueOccupiesDoorS_0,ブルーチームに任せろ。,
[CALL]BlueOccupiesDoorS_1,ブルーチームに任せろ。,
[CALL]BlueOccupiesDoorS_2,そこはブルーチームに任せろ。,
[CALL]BlueOccupiesDoorS_3,ブルーチームがすでにそのドアを見張ってる。,
[CALL]BlueOccupiesDoor_0,ブルーチームに任せろ。,
[CALL]BlueOccupiesDoor_1,ブルーチームに任せろ。,
[CALL]BlueOccupiesDoor_2,そこはブルーチームに任せろ。,
[CALL]BlueOccupiesDoor_3,戦利品はもうドアのところにあるようだ。,
[CALL]BorderPatrolS_0,隅々まで確認すべきだ。,
[CALL]BorderPatrolS_1,隠れ場が沢山あるな。,
[CALL]BorderPatrolS_2,おい、しっかり見張ってろよ。前に俺の横をすり抜けたヤツがいたんだ。,
[CALL]BorderPatrol_0,隅々まで確認すべきだ。,
[CALL]BorderPatrol_1,隠れ場が沢山あるな。,
[CALL]BorderPatrol_2,しっかり見張ってろよ。前に俺の横をすり抜けたヤツがいたんだ。,
[CALL]BreachDone_0,突入！,
[CALL]BreachDone_1,行くぞ！,
[CALL]BreachDone_2,中に入るぞ！,
[CALL]BreachDone_3,再び移動！,
[CALL]BreachDone_4,入るぞ！,
[CALL]BreachDone_5,行くぞ！,
[CALL]BreachDone_6,行け、行け、行け！,
[CALL]BreacherS_0,先手を打とう。,
[CALL]BreacherS_1,奴らを驚かせてやろう。,
[CALL]BreacherS_2,奇襲をかけるぞ。,
[CALL]Breacher_0,先手を打とう。,
[CALL]Breacher_1,奴らを驚かせてやろう。,
[CALL]Breacher_2,奇襲をかけるぞ。,
[CALL]C2Placed_0,爆発物よし。,
[CALL]C2Placed_1,突入準備よし。,
[CALL]C2Placed_2,準備よし。パーティーの時間だ。,
[CALL]C2Placed_3,配置した。準備よし。,
[CALL]C2Placed_4,準備完了。耳をふさげ。,
[CALL]C2Placed_5,派手にかますぞ。,
[CALL]C2Placed_6,一発ぶちかますぞ。,
[CALL]CollectEvidenceMoveS_0,回収する。,
[CALL]CollectEvidenceMoveS_1,回収する。,
[CALL]CollectEvidenceMoveS_2,梱包する。,
[CALL]CollectEvidenceMoveS_3,回収する。,
[CALL]CollectEvidenceMoveS_4,回収した。,
[CALL]CollectEvidenceMoveS_5,梱包する。,
[CALL]CollectEvidenceMove_0,回収する。,
[CALL]CollectEvidenceMove_1,回収する。,
[CALL]CollectEvidenceMove_2,梱包する。,
[CALL]CollectEvidenceMove_3,回収する。,
[CALL]CollectEvidenceMove_4,回収した。,
[CALL]CollectEvidenceMove_5,梱包する。,
[CALL]CollectEvidence_0,証拠品を確保。,
[CALL]CollectEvidence_1,証拠品準備よし。,
[CALL]CollectEvidence_2,準備よし。,
[CALL]CollectEvidence_3,確保。,
[CALL]CollectEvidence_4,よし、袋に入れたぞ。,
[CALL]CollectEvidence_5,回収中。,
[CALL]CollectEvidence_6,回収した。,
[CALL]CollectEvidence_7,確保中。,
[CALL]CoverAreaS_0,何も見当たらない。,
[CALL]CoverAreaS_1,ここには何もありません。,
[CALL]CoverAreaS_2,こっちはクリアリング完了、ボス。,
[CALL]CoverAreaS_3,接触なし。ここは空だ。,
[CALL]CoverAreaS_4,何もない。,
[CALL]CoverAreaS_5,良い年。,
[CALL]CoverArea_0,何も見当たらない。,
[CALL]CoverArea_1,ここには何もありません。,
[CALL]CoverArea_2,こっちはクリアリング完了、ボス。,
[CALL]CoverArea_3,こっちは外れだ。接触なし。,
[CALL]CoverArea_4,何もない。,
[CALL]CoverArea_5,ここは大丈夫だ。,
[CALL]Death_0,（悲鳴）,
[CALL]Death_1,（悲鳴）,
[CALL]Death_2,（悲鳴）,
[CALL]Death_3,（悲鳴）,
[CALL]Death_4,（悲鳴）,
[CALL]Death_5,（悲鳴）,
[CALL]DisarmTrap_0,了解。対応中。,
[CALL]DisarmTrap_1,回収した。,
[CALL]DisarmTrap_2,これは任せろ。,
[CALL]DisarmTrap_3,装置を解除する。,
[CALL]DisarmTrap_4,解除中。,
[CALL]DisarmTrap_5,任せてくれ。,
[CALL]DisarmTrap_6,解除中。,
[CALL]DisarmTrap_7,解除中。,
[CALL]DisarmTrap_8,対応中。,
[CALL]DoorLockPicked_0,開錠完了。準備よし。,
[CALL]DoorLockPicked_1,準備よし。,
[CALL]DoorLockPicked_2,開いた。,
